Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Low / Mid / High
JADESCAPE,8 Shunfu Road  #06-30 ,1,71,Strata,1262000,-,17775,1651,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #18-03 ,1,72,Strata,1309000,-,18181,1689,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #20-25 ,1,132,Strata,2412000,-,18273,1698,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan,High
JADESCAPE,6 Shunfu Road  #06-25 ,1,132,Strata,2300000,-,17424,1619,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,High
JADESCAPE,8 Shunfu Road  #11-28 ,1,98,Strata,1725000,-,17602,1635,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #01-29 ,1,94,Strata,1685040,-,17926,1665,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #06-26 ,1,60,Strata,1075000,-,17917,1664,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #15-27 ,1,60,Strata,1105000,-,18417,1711,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,12 Shunfu Road  #09-41 ,1,71,Strata,1324000,-,18648,1732,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575747,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #05-04 ,1,49,Strata,877000,-,17898,1663,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Low
JADESCAPE,2 Shunfu Road  #12-03 ,1,72,Strata,1274000,-,17694,1644,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #15-03 ,1,72,Strata,1294000,-,17972,1670,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #08-01 ,1,71,Strata,1307000,-,18408,1710,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #09-18 ,1,71,Strata,1277000,-,17986,1671,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Mid
THE TAPESTRY,57 Tampines Street 86  #02-27 ,1,133,Strata,1671030,-,12564,1167,22-Sep-18,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,Private,18,52,528542,East Region,Tampines,Mid
JADESCAPE,2 Shunfu Road  #15-02 ,1,72,Strata,1343000,-,18653,1733,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #09-02 ,1,72,Strata,1313000,-,18236,1694,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #04-12 ,1,94,Strata,1556000,-,16553,1538,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #06-01 ,1,71,Strata,1297000,-,18268,1697,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #08-13 ,1,49,Strata,885000,-,18061,1678,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Low
JADESCAPE,6 Shunfu Road  #11-19 ,1,60,Strata,1100000,-,18333,1703,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #08-20 ,1,94,Strata,1698000,-,18064,1678,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #04-26 ,1,60,Strata,1065000,-,17750,1649,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #04-28 ,1,94,Strata,1658000,-,17638,1639,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #16-11 ,1,98,Strata,1816000,-,18531,1722,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,High
JADESCAPE,4 Shunfu Road  #11-16 ,1,84,Strata,1519000,-,18083,1680,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #12-62 ,1,71,Strata,1292000,-,18197,1691,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #05-62 ,1,71,Strata,1257000,-,17704,1645,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #05-03 ,1,72,Strata,1239000,-,17208,1599,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #07-03 ,1,72,Strata,1249000,-,17347,1612,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #20-03 ,1,72,Strata,1319000,-,18319,1702,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #05-18 ,1,71,Strata,1257000,-,17704,1645,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #10-55 ,1,106,Strata,1877000,-,17708,1645,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575749,Central Region,Bishan,High
JADESCAPE,16 Shunfu Road  #12-55 ,1,106,Strata,1889000,-,17821,1656,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,High
JADESCAPE,6 Shunfu Road  #12-25 ,1,132,Strata,2348000,-,17788,1653,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,High
JADESCAPE,8 Shunfu Road  #11-34 ,1,60,Strata,1085000,-,18083,1680,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #17-34 ,1,60,Strata,1115000,-,18583,1726,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #15-25 ,1,132,Strata,2372000,-,17970,1669,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,High
JADESCAPE,16 Shunfu Road  #14-56 ,1,84,Strata,1537000,-,18298,1700,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #02-18 ,1,71,Strata,1242000,-,17493,1625,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #06-11 ,1,94,Strata,1733000,-,18436,1713,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #07-55 ,1,106,Strata,1859000,-,17538,1629,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,High
JADESCAPE,16 Shunfu Road  #11-55 ,1,106,Strata,1883000,-,17764,1650,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,High
JADESCAPE,6 Shunfu Road  #04-19 ,1,60,Strata,1065000,-,17750,1649,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #06-19 ,1,60,Strata,1075000,-,17917,1664,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #08-03 ,1,72,Strata,1254000,-,17417,1618,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #09-58 ,1,49,Strata,912000,-,18612,1729,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Low
JADESCAPE,16 Shunfu Road  #09-55 ,1,106,Strata,1871000,-,17651,1640,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,High
JADESCAPE,8 Shunfu Road  #04-27 ,1,60,Strata,1035000,-,17250,1603,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #01-02 ,1,72,Strata,1255000,-,17431,1619,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #10-61 ,1,107,Strata,1860000,-,17383,1615,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575749,Central Region,Bishan,High
JADESCAPE,6 Shunfu Road  #03-23 ,1,71,Strata,1247000,-,17563,1632,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #04-23 ,1,71,Strata,1252000,-,17634,1638,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #17-28 ,1,98,Strata,1761000,-,17969,1669,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #17-03 ,1,72,Strata,1304000,-,18111,1683,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #16-20 ,1,98,Strata,1770000,-,18061,1678,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #06-58 ,1,49,Strata,900000,-,18367,1706,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575749,Central Region,Bishan,Low
JADESCAPE,6 Shunfu Road  #05-23 ,1,71,Strata,1257000,-,17704,1645,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #08-23 ,1,71,Strata,1272000,-,17915,1664,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #07-18 ,1,71,Strata,1267000,-,17845,1658,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #11-13 ,1,49,Strata,897000,-,18306,1701,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Low
JADESCAPE,6 Shunfu Road  #07-26 ,1,60,Strata,1080000,-,18000,1672,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #07-17 ,1,132,Strata,2392000,-,18121,1684,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,High
JADESCAPE,16 Shunfu Road  #07-58 ,1,49,Strata,904000,-,18449,1714,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Low
JADESCAPE,2 Shunfu Road  #17-02 ,1,72,Strata,1353000,-,18792,1746,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #07-21 ,1,94,Strata,1692000,-,18000,1672,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #09-26 ,1,60,Strata,1090000,-,18167,1688,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #08-21 ,1,94,Strata,1698000,-,18064,1678,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #10-27 ,1,60,Strata,1080000,-,18000,1672,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #07-28 ,1,94,Strata,1676000,-,17830,1656,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #10-12 ,1,98,Strata,1657000,-,16908,1571,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #05-28 ,1,94,Strata,1664000,-,17702,1645,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #07-62 ,1,71,Strata,1267000,-,17845,1658,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #08-11 ,1,94,Strata,1745000,-,18564,1725,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #10-19 ,1,60,Strata,1095000,-,18250,1695,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #06-59 ,1,49,Strata,900000,-,18367,1706,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575749,Central Region,Bishan,Low
JADESCAPE,8 Shunfu Road  #23-34 ,1,60,Strata,1145000,-,19083,1773,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #06-56 ,1,84,Strata,1489000,-,17726,1647,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #21-56 ,1,84,Strata,1585000,-,18869,1753,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #12-56 ,1,84,Strata,1525000,-,18155,1687,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #06-18 ,1,71,Strata,1262000,-,17775,1651,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #11-18 ,1,71,Strata,1287000,-,18127,1684,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #01-16 ,1,84,Strata,1353000,-,16107,1496,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #04-16 ,1,84,Strata,1445000,-,17202,1598,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #10-34 ,1,60,Strata,1080000,-,18000,1672,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #15-34 ,1,60,Strata,1105000,-,18417,1711,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #11-27 ,1,60,Strata,1085000,-,18083,1680,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #07-12 ,1,94,Strata,1614000,-,17170,1595,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #09-20 ,1,94,Strata,1704000,-,18128,1684,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,8 Shunfu Road  #22-34 ,1,60,Strata,1140000,-,19000,1765,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #06-23 ,1,71,Strata,1262000,-,17775,1651,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #05-19 ,1,60,Strata,1070000,-,17833,1657,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #09-19 ,1,60,Strata,1090000,-,18167,1688,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,12 Shunfu Road  #05-44 ,1,49,Strata,916000,-,18694,1737,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575747,Central Region,Bishan,Low
JADESCAPE,12 Shunfu Road  #03-44 ,1,49,Strata,900000,-,18367,1706,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575747,Central Region,Bishan,Low
JADESCAPE,12 Shunfu Road  #22-46 ,1,195,Strata,3333000,-,17092,1588,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575747,Central Region,Bishan,High
JADESCAPE,2 Shunfu Road  #14-03 ,1,72,Strata,1284000,-,17833,1657,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #19-20 ,1,98,Strata,1788000,-,18245,1695,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan,High
JADESCAPE,6 Shunfu Road  #05-20 ,1,94,Strata,1680000,-,17872,1660,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #04-02 ,1,72,Strata,1260000,-,17500,1626,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #12-02 ,1,72,Strata,1328000,-,18444,1714,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #05-02 ,1,72,Strata,1293000,-,17958,1668,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #03-18 ,1,71,Strata,1247000,-,17563,1632,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #03-13 ,1,49,Strata,841000,-,17163,1595,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Low
JADESCAPE,4 Shunfu Road  #06-13 ,1,49,Strata,877000,-,17898,1663,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575743,Central Region,Bishan,Low
JADESCAPE,4 Shunfu Road  #05-13 ,1,49,Strata,873000,-,17816,1655,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Low
JADESCAPE,4 Shunfu Road  #23-13 ,1,49,Strata,949000,-,19367,1799,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Low
JADESCAPE,6 Shunfu Road  #23-25 ,1,132,Strata,2436000,-,18455,1714,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,High
JADESCAPE,8 Shunfu Road  #09-27 ,1,60,Strata,1075000,-,17917,1664,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #09-59 ,1,49,Strata,912000,-,18612,1729,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Low
JADESCAPE,8 Shunfu Road  #18-28 ,1,98,Strata,1767000,-,18031,1675,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #07-16 ,1,84,Strata,1495000,-,17798,1653,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #09-23 ,1,71,Strata,1277000,-,17986,1671,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #09-01 ,1,71,Strata,1312000,-,18479,1717,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #11-61 ,1,107,Strata,1866000,-,17439,1620,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,High
JADESCAPE,16 Shunfu Road  #06-62 ,1,71,Strata,1262000,-,17775,1651,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Mid
JADESCAPE,4 Shunfu Road  #04-18 ,1,71,Strata,1252000,-,17634,1638,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #10-01 ,1,71,Strata,1317000,-,18549,1723,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,6 Shunfu Road  #06-21 ,1,94,Strata,1686000,-,17936,1666,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,2 Shunfu Road  #13-07 ,1,84,Strata,1529000,-,18202,1691,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575742,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #04-58 ,1,49,Strata,884000,-,18041,1676,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Low
JADESCAPE,6 Shunfu Road  #08-26 ,1,60,Strata,1085000,-,18083,1680,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,HDB,20,57,575744,Central Region,Bishan,Mid
JADESCAPE,16 Shunfu Road  #12-61 ,1,107,Strata,1872000,-,17495,1625,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575749,Central Region,Bishan,High
JADESCAPE,2 Shunfu Road  #12-01 ,1,71,Strata,1327000,-,18690,1736,22-Sep-18,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,Private,20,57,575742,Central Region,Bishan,Mid
